Token,Short Name,Series,Company Name,Tick Size,Lot Size,Scrip Code,Scrip ID,Scrip Name,Issue Price,Face Value,ISIN,52 Weeks High,52 Weeks Low,Life Time High,Life Time Low,Exchange Code
938244,IBHN70,DR,INDIABULLS HOUSING FIN 03NV25,1200,1,938244,894IHFL25A,INDIABULLS HOUSING FIN 03NV25,800,1000,INE148I07MT4,0,0,0,0,894IHFL25A
938248,IBHN71,DR,INDIABULLS HOUSING FIN 03NV25,1046.4,1,938248,955IHFL27A,INDIABULLS HOUSING FIN 03NV25,697.6,1000,INE148I07MS6,1025.1,852,1025.1,852,955IHFL27A
938250,IBHN72,DR,INDIABULLS HOUSING FIN 03NV25,1174.27,1,938250,87IHFL27A,INDIABULLS HOUSING FIN 03NV25,782.85,1000,INE148I07MY4,979,814.35,979,814.35,87IHFL27A
938252,IBHN73,DR,INDIABULLS HOUSING FIN 9.55,1182.6,1,938252,915IHFL27A,INDIABULLS HOUSING FIN 9.55,788.4,1000,INE148I07MV0,990,900,990,900,915IHFL27A
938254,IBHN74,DR,INDIABULLS HOUSING FIN 8.70,1007.04,1,938254,89IHFL24A,INDIABULLS HOUSING FIN 8.70,671.36,1000,INE148I07NA2,1196.8,839.2,1196.8,839.2,89IHFL24A
938258,IBHN75,DR,INDIABULLS HOUSING FIN 9.15,1080,1,938258,93IHFL24A,INDIABULLS HOUSING FIN 9.15,720,1000,INE148I07MZ1,959,814.2,959,814.2,93IHFL24A
938296,IBHN77,DR,INDIABULLS HOUSING FIN 8.90,1200,1,938296,89IHFL24,INDIABULLS HOUSING FIN 8.90,800,1000,INE148I07NE4,0,0,0,0,89IHFL24
938298,IBHN78,DR,INDIABULLS HOUSING FIN 9.30,1275.6,1,938298,93IHFL24,INDIABULLS HOUSING FIN 9.30,850.4,1000,INE148I07NC8,1080,960,1080,900.1,93IHFL24
938300,IBHN79,DR,INDIABULLS HOUSING FIN 8.57,1200,1,938300,857IHFL24,INDIABULLS HOUSING FIN 8.57,800,1000,INE148I07NR6,0,0,0,0,857IHFL24
938302,IBHN80,DR,INDIABULLS HOUSING FIN 8.94,1140.24,1,938302,894IHFL24,INDIABULLS HOUSING FIN 8.94,760.16,1000,INE148I07NQ8,1134,940.11,1134,900.01,894IHFL24
938304,IBHN81,DR,INDIABULLS HOUSING FIN 28DC24,1387.99,1,938304,IBHF24A,INDIABULLS HOUSING FIN 28DC24,925.33,1000,INE148I07NK1,1290,1016.1,1290,780,IBHF24A
938306,IBHN82,DR,INDIABULLS HOUSING FIN 9.05,800.4,1,938306,905IHFL25,INDIABULLS HOUSING FIN 9.05,533.6,1000,INE148I07NI5,0,0,0,0,905IHFL25
938308,IBHN83,DR,INDIABULLS HOUSING FIN 9.55,852.12,1,938308,955IHFL25,INDIABULLS HOUSING FIN 9.55,568.08,1000,INE148I07NH7,1049,630,1049,630,955IHFL25
938310,IBHN84,DR,INDIABULLS HOUSING FIN 8.70,800.4,1,938310,87IHFL25,INDIABULLS HOUSING FIN 8.70,533.6,1000,INE148I07NP0,0,0,0,0,87IHFL25
938312,IBHN85,DR,INDIABULLS HOUSING FIN 9.16,1080,1,938312,916IHFL25,INDIABULLS HOUSING FIN 9.16,720,1000,INE148I07NM7,1049,750,1050,750,916IHFL25
938314,IBHN86,DR,INDIABULLS HOUSING FIN 28DC25,1315.96,1,938314,98IHFL27,INDIABULLS HOUSING FIN 28DC25,877.32,1000,INE148I07NL9,1096.64,925.2,1096.64,900.1,98IHFL27
938316,IBHN87,DR,INDIABULLS HOUSING FIN 9.80,1223.88,1,938316,894IHFL27,INDIABULLS HOUSING FIN 9.80,815.92,1000,INE148I07NG9,1048,730,1048,730,894IHFL27
938318,IBHN88,DR,INDIABULLS HOUSING FIN 8.94,960,1,938318,939IHFL27,INDIABULLS HOUSING FIN 8.94,640,1000,INE148I07NN5,0,0,0,0,939IHFL27
938320,IBHN89,DR,INDIABULLS HOUSING FIN 9.39,1080,1,938320,965IHFL25C,INDIABULLS HOUSING FIN 9.39,720,1000,INE148I07ND6,1040,725.1,1040,725.1,965IHFL25C
939507,IBHN91,DR,9.25%INDIABULLS HSG FIN MAY26,1200,1,939507,925IHFL26C,9.25%INDIABULLS HSG FIN MAY26,800,1000,INE148I07SZ8,0,0,0,0,925IHFL26C
939509,IBHN92,DR,9.65%INDIABULLS HSG FIN MAY26,1198.8,1,939509,965IHFL26A,9.65%INDIABULLS HSG FIN MAY26,799.2,1000,INE148I07TE1,0,0,0,0,965IHFL26A
939511,IBHN93,DR,8.88%INDIABULLS HSG FIN MAY26,1200,1,939511,888IHFL26A,8.88%INDIABULLS HSG FIN MAY26,800,1000,INE148I07TD3,0,0,0,0,888IHFL26A
939513,IBHN94,DR,9.25%INDIABULLS HSGFIN MAY 26,1152,1,939513,925IHFL26D,9.25%INDIABULLS HSGFIN MAY 26,768,1000,INE148I07TC5,0,0,0,0,925IHFL26D
939515,IBHN95,DR,0% INDIABULLS HSG FIN MAY26,1200,1,939515,IHFL310524,0% INDIABULLS HSG FIN MAY26,800,1000,INE148I07TB7,0,0,0,0,IHFL310524
939517,IBHN96,DR,0% INDIABULLS HSGFIN MAY26,1164,1,939517,IHF310524,0% INDIABULLS HSGFIN MAY26,776,1000,INE148I07TA9,0,0,0,0,IHF310524
939519,IBHN97,DR,9.4% INDIABULLS HSG FIN MAY27,1200,1,939519,94IHFL27,9.4% INDIABULLS HSG FIN MAY27,800,1000,INE148I07TI2,0,0,0,0,94IHFL27
939521,IBHN98,DR,9.9% INDIABULLS HSG FIN MAY27,1185.31,1,939521,99IHFL27,9.9% INDIABULLS HSG FIN MAY27,790.21,1000,INE148I07TF8,0,0,0,0,99IHFL27
939523,IBHN99,DR,9.02%INDIABULLS HSG FIN MAY27,1200,1,939523,902IHFL27A,9.02%INDIABULLS HSG FIN MAY27,800,1000,INE148I07TH4,0,0,0,0,902IHFL27A
935842,IBHND1,DR,INDIABULLS HFL SR1 8.55 26SP19,1200,1,935842,855IBHFL19A,INDIABULLS HFL SR1 8.55 26SP19,800,1000,INE148I07FY8,0,0,0,0,855IBHFL19A
935844,IBHND2,DR,INDIABULLS HFL SR1 8.65 26SP19,1200,1,935844,865IBHFL19B,INDIABULLS HFL SR1 8.65 26SP19,800,1000,INE148I07FZ5,0,0,0,0,865IBHFL19B
935846,IBHND3,DR,INDIABULLS HFL SR1 8.7 26SP19,1272,1,935846,87IBHFL19C,INDIABULLS HFL SR1 8.7 26SP19,848,1000,INE148I07GA6,1200,890,1200,890,87IBHFL19C
935848,IBHND4,DR,INDIABULLS HFL SR2 26SP19,1540.53,1,935848,0IBHFL2019,INDIABULLS HFL SR2 26SP19,1027.03,1000,INE148I07GD0,1283.78,891,1283.78,891,0IBHFL2019
935850,IBHND5,DR,INDIABULLS HFL SR3 8.75 26SP21,1200,1,935850,875IBHFL21A,INDIABULLS HFL SR3 8.75 26SP21,800,1000,INE148I07GE8,0,0,0,0,875IBHFL21A
935852,IBHND6,DR,INDIABULLS HFL SR3 8.9 26SP21,1293.6,1,935852,89IBHFL21B,INDIABULLS HFL SR3 8.9 26SP21,862.4,1000,INE148I07GF5,1158.4,900,1158.4,600.11,89IBHFL21B
935854,IBHND7,DR,INDIABULLS HFL SR4 26SP21,1812,1,935854,0IBHFL21,INDIABULLS HFL SR4 26SP21,1208,1000,INE148I07GH1,1598,1205,1598,840,0IBHFL21
935856,IBHND8,DR,8.65% Indiabulls Hou. Sep 26,1128,1,935856,865IBHFL26,8.65% Indiabulls Hou. Sep 26,752,1000,INE148I07GJ7,1144,801,1144,500,865IBHFL26
935858,IBHND9,DR,8.85% Indiabulls Hou. Sep 26,1132.8,1,935858,885IBHFL26,8.85% Indiabulls Hou. Sep 26,755.2,1000,INE148I07GK5,1017,832,1017,832,885IBHFL26
500198,IBP,DR,IBP CO LTD,0,1,500198,,IBP CO LTD,0,10,INE261A01010,0,0,989,73.33,
532960,IBSECU,DR,DHANI SERVICES LIMITED,65.54,1,532960,DHANI,DHANI SERVICES LIMITED,53.64,2,INE274G01010,68.99,33.3,819.95,23.62,DHANI
890145,IBVPP1,DR,DHANI SERVICES LIMITED PP,95.7,1,890145,DHANIPP,DHANI SERVICES LIMITED PP,63.8,2,IN9274G01034,249.7,73.5,370.15,12.25,DHANIPP
523766,ICCOIL,C,ICCON OIL & SPECIALI,1.51,1,523766,ICCON,ICCON OIL & SPECIALI,1.37,10,INE929A01012,3.47,0.22,30,0.22,ICCON
511194,ICDS,DR,ICDS LTD,46.2,1,511194,ICDSLTD,ICDS LTD,41.8,10,INE613B01010,64.76,24.67,143.9,16.45,ICDSLTD
517502,ICESOF,DR,ICES SOFTWAR,0.54,1,517502,ICESOFT,ICES SOFTWAR,0.36,10,INE171B01019,3.6,0.4,63.9,0.4,ICESOFT
939383,ICFL12,DR,11% ICL FINCORP LTD MAY 25,1182,1,939383,11IFL25,11% ICL FINCORP LTD MAY 25,788,1000,INE01CY077L6,0,0,0,0,11IFL25
939385,ICFL13,DR,11.5% ICL FINCORP LTD APRIL 26,1200,1,939385,1150IFL26,11.5% ICL FINCORP LTD APRIL 26,800,1000,INE01CY077T9,0,0,0,0,1150IFL26
939387,ICFL14,DR,12%  ICL FINCORP LTD APRIL 27,1204.8,1,939387,12IFL27,12%  ICL FINCORP LTD APRIL 27,803.2,1000,INE01CY077R3,0,0,0,0,12IFL27
939389,ICFL15,DR,12.5% ICL FINCORP LTD APRIL 29,1200,1,939389,1250IFL29,12.5% ICL FINCORP LTD APRIL 29,800,1000,INE01CY077P7,0,0,0,0,1250IFL29
939391,ICFL16,DR,0% ICL FINCORP LTD MAY 25,1236,1,939391,IFL190424,0% ICL FINCORP LTD MAY 25,824,1000,INE01CY077U7,0,0,0,0,IFL190424
939393,ICFL17,DR,0% ICL FINCORP LTD APRIL 26,1200,1,939393,IFL19424,0% ICL FINCORP LTD APRIL 26,800,1000,INE01CY077O0,0,0,0,0,IFL19424
939395,ICFL18,DR,0% ICL FINCORP LTD APRIL 27,1134.12,1,939395,IFL1942024,0% ICL FINCORP LTD APRIL 27,756.08,1000,INE01CY077N2,0,0,0,0,IFL1942024
939397,ICFL19,DR,11.75% ICL FINCORP LTD APRIL26,1200,1,939397,1175IFL26,11.75% ICL FINCORP LTD APRIL26,800,1000,INE01CY077S1,0,0,0,0,1175IFL26
939399,ICFL20,DR,12.25% ICL FINCORP LTD APRIL27,1210.8,1,939399,1225IFL27,12.25% ICL FINCORP LTD APRIL27,807.2,1000,INE01CY077M4,0,0,0,0,1225IFL27
939401,ICFL21,DR,0% ICL FINCORP LTD DEC 29,1200,1,939401,IFL19424A,0% ICL FINCORP LTD DEC 29,800,1000,INE01CY077Q5,0,0,0,0,IFL19424A
936748,ICFN10,DR,DHANI LOANS 10.27 27JU21,1292.4,1,936748,1027DLSL21,DHANI LOANS 10.27 27JU21,861.6,10000,INE614X07134,0,0,1099.8,802.4,1027DLSL21
936750,ICFN11,DR,DHANI LOANS SRIII 27JU21,1426.8,1,936750,DLSL27JU19,DHANI LOANS SRIII 27JU21,951.2,10000,INE614X07142,0,0,1215,912,DLSL27JU19
936752,ICFN12,DR,DHANI LOANS 9.95 27JU22,1220.4,1,936752,995DLSL22,DHANI LOANS 9.95 27JU22,813.6,10000,INE614X07159,0,0,1174,651,995DLSL22
936754,ICFN13,DR,DHANI LOANS 10.41 27JU22,1284.25,1,936754,1041DLSL22,DHANI LOANS 10.41 27JU22,856.17,10000,INE614X07167,0,0,1075.2,900,1041DLSL22
936756,ICFN14,DR,DHANI LOANS 27JU22,1558.57,1,936756,DLSL27JU19A,DHANI LOANS 27JU22,1039.05,10000,INE614X07175,0,0,1298.81,861,DLSL27JU19A
936758,ICFN15,DR,10.13% Dhani Loans Serv Jun 24,1194,1,936758,1013DLSL24,10.13% Dhani Loans Serv Jun 24,796,10000,INE614X07183,0,0,1173,740,1013DLSL24
936760,ICFN16,DR,10.61% Dhani Loans Serv Jun 24,1284,1,936760,1061DLSL24,10.61% Dhani Loans Serv Jun 24,856,10000,INE614X07191,0,0,1100,681,1061DLSL24
936762,ICFN17,DR,0% Dhani Loans Serv Jun 24,1941.36,1,936762,DLSLNIFT24,0% Dhani Loans Serv Jun 24,1294.24,10000,INE614X07209,0,0,1590,975.2,DLSLNIFT24
936828,ICFN18,DR,DHANI LOANS SRI I IV 10OT20,1308,1,936828,0DLSL20,DHANI LOANS SRI I IV 10OT20,872,1000,INE614X07217,1095,910,1095,910,0DLSL20
936830,ICFN19,DR,DHANI LOANS SRII 06SP21,1268.16,1,936830,1012DLSL21,DHANI LOANS SRII 06SP21,845.44,1000,INE614X07225,1060,900.22,1060,899,1012DLSL21
936832,ICFN20,DR,DHANI LOANS SRIII 06SP21,1366.8,1,936832,0DLSL21B,DHANI LOANS SRIII 06SP21,911.2,1000,INE614X07233,1139,1000,1139,1000,0DLSL21B
936834,ICFN21,DR,DHANI LOANS SRIV 9.81 6SP22,1180.56,1,936834,981DLSL22,DHANI LOANS SRIV 9.81 6SP22,787.04,1000,INE614X07241,1139,827,1139,827,981DLSL22
936836,ICFN22,DR,DHANI LOANS SRV 10.27 6SP22,1200,1,936836,1027DLSL22,DHANI LOANS SRV 10.27 6SP22,800,1000,INE614X07258,1049,860.3,1049,800,1027DLSL22
936838,ICFN23,DR,DHANI LOANS SRVI 06SP22,1439.98,1,936838,0DLSL22A,DHANI LOANS SRVI 06SP22,960,1000,INE614X07266,1205,802,1205,802,0DLSL22A
936840,ICFN24,DR,10.04% Dhani Loans Serv Sep 24,1160.41,1,936840,1004DLSL24,10.04% Dhani Loans Serv Sep 24,773.61,1000,INE614X07274,997,955.35,1005,808,1004DLSL24
936842,ICFN25,DR,10.52% Dhani Loans Serv Sep 24,1200.24,1,936842,1052DLSL24,10.52% Dhani Loans Serv Sep 24,800.16,1000,INE614X07282,1031.8,980.86,1040.1,730.2,1052DLSL24
936844,ICFN26,DR,0% Dhani Loans Serv Sep 24,1842,1,936844,DLSLZC24,0% Dhani Loans Serv Sep 24,1228,1000,INE614X07290,1550,1444,1550,850,DLSLZC24
937867,ICFN27,DR,0% Dhani Loans Serv Feb 23,1261.2,1,937867,DLSL020222,0% Dhani Loans Serv Feb 23,840.8,1000,INE614X07324,1051,951,1051,951,DLSL020222
937869,ICFN28,DR,10.5% Dhani Loans Serv Feb 24,1168.56,1,937869,1050DLSL24A,10.5% Dhani Loans Serv Feb 24,779.04,1000,INE614X07332,1000,811.5,1049.8,811.5,1050DLSL24A
937871,ICFN29,DR,0% Dhani Loans Serv Feb 24,1380.24,1,937871,DLSL2FEB22,0% Dhani Loans Serv Feb 24,920.16,1000,INE614X07340,1150.2,1045,1150.2,960,DLSL2FEB22
937873,ICFN30,DR,10.03% Dhani Loans Serv Feb 24,1259.94,1,937873,1003DLSL24,10.03% Dhani Loans Serv Feb 24,839.96,1000,INE614X07357,1049.95,970,1049.95,900.01,1003DLSL24
937875,ICFN31,DR,11% Dhani Loans Serv Jan 25,1268.04,1,937875,11DLSL25,11% Dhani Loans Serv Jan 25,845.36,1000,INE614X07365,1076.58,980,1076.58,902.2,11DLSL25
937877,ICFN32,DR,0% Dhani Loans Serv Jan 25,1509.9,1,937877,DLSL25,0% Dhani Loans Serv Jan 25,1006.6,1000,INE614X07373,1314.08,1150,1314.08,950,DLSL25
937879,ICFN33,DR,10.49% Dhani Loans Serv Jan 25,1198.6,1,937879,1049DLSL25,10.49% Dhani Loans Serv Jan 25,799.08,1000,INE614X07381,1198,812.3,1198,812.3,1049DLSL25
938031,ICFN34,DR,0% Dhani Loans Serv May 23,1138.56,1,938031,DLSL170522,0% Dhani Loans Serv May 23,759.04,1000,INE614X07399,1000,941.1,1000,941.1,DLSL170522
938033,ICFN35,DR,10.5% Dhani Loans Serv May 24,1248,1,938033,1050DLS24A,10.5% Dhani Loans Serv May 24,832,1000,INE614X07407,1040,1000.15,1040,1000.15,1050DLS24A
938035,ICFN36,DR,0% Dhani Loans Serv May 24,1410,1,938035,DLSL24A,0% Dhani Loans Serv May 24,940,1000,INE614X07415,1175,1050,1175,1050,DLSL24A
938037,ICFN37,DR,10.03% Dhani Loans Serv May 24,1167.68,1,938037,1003DL24,10.03% Dhani Loans Serv May 24,778.46,1000,INE614X07423,1000,900.01,1000.8,900.01,1003DL24
938039,ICFN38,DR,11% Dhani Loans Serv May 25,1214.77,1,938039,11DLSL25A,11% Dhani Loans Serv May 25,809.85,1000,INE614X07449,1074.6,990,1074.6,990,11DLSL25A
938041,ICFN39,DR,0% Dhani Loans Serv May 25,1439.98,1,938041,DLSL25A,0% Dhani Loans Serv May 25,960,1000,INE614X07431,1204.69,1050,1204.69,871,DLSL25A
938043,ICFN40,DR,10.49% Dhani Loans Serv May 25,1202.4,1,938043,1049DLS25A,10.49% Dhani Loans Serv May 25,801.6,1000,INE614X07456,1098,880.2,1098,805.8,1049DLS25A
936494,ICFND1,DR,DHANI LOANS SI 10.75 08MY21,1200,1,936494,1075DLSL21,DHANI LOANS SI 10.75 08MY21,800,1000,INE614X07027,0,0,1152,720.1,1075DLSL21
936496,ICFND2,DR,DHANI LOANS SII 08MY21,1476,1,936496,0DLSL21A,DHANI LOANS SII 08MY21,984,1000,INE614X07035,0,0,1239.8,750,0DLSL21A
936498,ICFND3,DR,DHANI LOANS SIII 10.4 8MY22,1233.6,1,936498,1040DLSL22,DHANI LOANS SIII 10.4 8MY22,822.4,1000,INE614X07043,0,0,1129.99,786.5,1040DLSL22
936500,ICFND4,DR,DHANI LOANS SIV 10.9 08MY22,1214.4,1,936500,1090DLSL22,DHANI LOANS SIV 10.9 08MY22,809.6,1000,INE614X07050,0,0,1182,681.1,1090DLSL22
936502,ICFND5,DR,DHANI LOANS SV 08MY22,1647.54,1,936502,0DLSL22,DHANI LOANS SV 08MY22,1098.36,1000,INE614X07068,0,0,1372.95,600.3,0DLSL22
936504,ICFND6,DR,10.5% Dhani Loans Serv Mar 24,1182.99,1,936504,1050DLSL24,10.5% Dhani Loans Serv Mar 24,788.67,1000,INE614X07076,0,0,1150,710,1050DLSL24
936506,ICFND7,DR,11% Dhani Loans Serv Mar 24,1314,1,936506,11DLSL24,11% Dhani Loans Serv Mar 24,876,1000,INE614X07084,0,0,1248.8,770,11DLSL24
936508,ICFND8,DR,0% Dhani Loans Serv Mar 24,1944.84,1,936508,0DLSL24,0% Dhani Loans Serv Mar 24,1296.56,1000,INE614X07092,0,0,1640,530,0DLSL24
936746,ICFND9,DR,DHANI LOANS FIN TR II MAY19,1200,1,936746,DLSL27JUN19,DHANI LOANS FIN TR II MAY19,800,1000,INE614X07126,0,0,0,0,DLSL27JUN19
542921,ICI150,DR,ICICI PRU NIFTY MIDCAP 150 ETF,25.82,1,542921,MIDCAPIETF,ICICI PRU NIFTY MIDCAP 150 ETF,17.21,10,INF109KC11W8,23.29,14.42,23.29,4,MIDCAPIETF
543568,ICI200,DR,ICICI PRU NIFTY 200 MOM 30 ETF,42.72,1,543568,MOM30IETF,ICICI PRU NIFTY 200 MOM 30 ETF,28.48,10,INF109KC17C7,39.05,19.8,39.05,16.64,MOM30IETF
541313,ICI500,DR,ICICI Prudential BSE 500 ETF,46.06,1,541313,BSE500IETF,ICICI Prudential BSE 500 ETF,30.71,10,INF109KC1V59,47.31,25.6,47.31,10.01,BSE500IETF
543219,ICIA30,DR,ICICI PRU NIFALPHA LWVOL30 ETF,35.47,1,543219,ALPL30IETF,ICICI PRU NIFALPHA LWVOL30 ETF,23.64,10,INF109KC17V7,33.93,19.51,33.93,10.1,ALPL30IETF
890102,ICIBA,DR,ICICI BANK LTD NEW PP RS.9/-,0,1,890102,,ICICI BANK LTD NEW PP RS.9/-,0,9,IN9090A01029,0,0,182.25,104.15,
532174,ICIBAN,DR,ICICI BANK LIMITED,1377.85,1,532174,ICICIBANK,ICICI BANK LIMITED,1127.35,2,INE090A01021,1361.35,898.85,1361.35,3.82,ICICIBANK
956720,ICIBD3,DR,ICICI BANK DMR17AT 9.2 BD PERP,1302000,1,956720,920ICICIPER,ICICI BANK DMR17AT 9.2 BD PERP,868000,1000000,INE090A08TW2,1088390,900009,1114384.41,900009,920ICICIPER
543700,ICIBMG,DR,ICICI Pru Nifty10yr BMG-SecETF,287.58,1,543700,GSEC10IETF,ICICI Pru Nifty10yr BMG-SecETF,191.72,10,INF109KC18O0,245,214,245,206.5,GSEC10IETF
500015,ICICI,DR,ICICI,0,1,500015,,ICICI,0,10,INE005A01011,0,0,320,38.25,
543710,ICICOM,DR,ICICI PRUDENTIAL NIF COMM ETF,107.86,1,543710,COMMOIETF,ICICI PRUDENTIAL NIF COMM ETF,71.91,10,INF109KC19O8,103.2,61.3,103.2,44.64,COMMOIETF
543677,ICIEXB,DR,ICICI PRUD.FIN.SER.EX-BANK ETF,31.59,1,543677,FINIETF,ICICI PRUD.FIN.SER.EX-BANK ETF,21.06,10,INF109KC17L8,28.93,19.53,28.93,13.17,FINIETF
543326,ICIFMC,DR,ICICI PRU NIFTY FMCG ETF,75.54,1,543326,FMCGIETF,ICICI PRU NIFTY FMCG ETF,50.36,10,INF109KC19V3,78,47.42,78,28.89,FMCGIETF
533244,ICIGOL,DR,ICICI PRUDENTIAL GOLD ETF,81.67,1,533244,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,54.44,1,INF109KC1NT3,69.64,52.31,69.64,18.74,GOLDIETF
543292,ICIHEA,DR,ICICI PRU NIFTY HEALTHCARE ETF,173.36,1,543292,HEALTHIETF,ICICI PRU NIFTY HEALTHCARE ETF,115.57,10,INF109KC1Q72,156.97,86,156.97,73,HEALTHIETF
543571,ICIINF,DR,ICICI Prudent Nifty Infra ETF,108.79,1,543571,INFRAIETF,ICICI Prudent Nifty Infra ETF,72.52,10,INF109KC16E5,101.99,58,101.99,44.43,INFRAIETF
541946,ICILIQ,DR,ICICI Prud BSE Liq Rate ETF,1200,1,541946,LIQUIDIETF,ICICI Prud BSE Liq Rate ETF,800,1000,INF109KC1KT9,1197.4,995,1200,975,LIQUIDIETF
540716,ICILOM,DR,ICICI LOMBARD GEN INSURANCE CO,2150.8,1,540716,ICICIGI,ICICI LOMBARD GEN INSURANCE CO,1759.8,10,INE765G01017,2285.85,1333,2285.85,619,ICICIGI
544229,ICIMET,DR,ICICI PRUD NIFTY METAL ETF,11.14,1,544229,METALIETF,ICICI PRUD NIFTY METAL ETF,7.43,10,INF109KC19W1,11,8.3,11,8.3,METALIETF
974384,ICIN10,DR,7.95% ICICI HFC NOV 25,1200000,1,974384,795ISECH25,7.95% ICICI HFC NOV 25,800000,1000000,INE071G07561,0,0,0,0,795ISECH25
539945,ICIN20,DR,ICICI PRU NIFTY50 VALUE 20 ETF,18.55,1,539945,NV20IETF,ICICI PRU NIFTY50 VALUE 20 ETF,12.36,10,INF109KC11V0,17.03,11,138.69,13.05,NV20IETF
540612,ICIN30,DR,ICICI PRU NIFTY LOW VOL 30 ETF,26.14,1,540612,LOWVOLIETF,ICICI PRU NIFTY LOW VOL 30 ETF,17.43,10,INF109KC19U5,24.08,14.96,225,18.76,LOWVOLIETF
960183,ICIND1,DR,ICICI HOME FIN 7.50 BD 08NV30,579600,1,960183,75IHFCL30,ICICI HOME FIN 7.50 BD 08NV30,386400,500000,INE071G08AI8,0,0,0,0,75IHFCL30
959550,ICIND3,DR,ICICI HOME FIN 8.02 10JU30,600000,1,959550,802IHFCL30,ICICI HOME FIN 8.02 10JU30,400000,500000,INE071G08AH0,0,0,0,0,802IHFCL30
973380,ICIND5,DR,ICICI HOME FINANCE COM 12AG31,1212000,1,973380,725ICICI31,ICICI HOME FINANCE COM 12AG31,808000,1000000,INE071G07439,0,0,0,0,725ICICI31
541809,ICINEX,DR,ICICI PRUD NIFTY NEXT 50 ETF,88.39,1,541809,NEXT50IETF,ICICI PRUD NIFTY NEXT 50 ETF,58.92,1,INF109KC1NS5,81.14,44,81.14,17,NEXT50IETF
537007,ICINIF,DR,ICICI PRUDENTIAL NIFTY 50 ETF,325.27,1,537007,NIFTYIETF,ICICI PRUDENTIAL NIFTY 50 ETF,216.84,10,INF109K012R6,291.69,207.2,291.69,60,NIFTYIETF
51126,ICIOFS,DR,ICICI PRUDENTIAL LIFE INS OFS,0,1,51126,ICICIPRULI,ICICI PRUDENTIAL LIFE INS OFS,0,10,INE000000126,0,0,0,0,ICICIPRULI
544216,ICIOIL,DR,ICICI PRUD NIFTY OIL & GAS ETF,14.02,1,544216,OILIETF,ICICI PRUD NIFTY OIL & GAS ETF,9.35,10,INF109KC18W3,14,11.55,14,11.55,OILIETF
542730,ICIPBE,DR,ICICI PRU NIFTY BANK ETF,62.53,1,542730,BANKIETF,ICICI PRU NIFTY BANK ETF,41.68,10,INF109KC15I8,56.49,39.2,307,15.79,BANKIETF
543221,ICIPIT,DR,ICICI PRUDENTIAL NIFTY IT ETF,54.16,1,543221,ITIETF,ICICI PRUDENTIAL NIFTY IT ETF,36.11,10,INF109KC16I6,47.35,31.68,47.35,15.93,ITIETF
890124,ICIPPS,DR,ICICI BANK PARTLY PAID SHARES,0,1,890124,,ICICI BANK PARTLY PAID SHARES,0,0,IN9090A01045,0,0,897.5,412,
511443,ICIPRE,DR,ICICI PREMIER FUND,0,1,511443,,ICICI PREMIER FUND,0,0,INF346A01018,0,0,13.99,4.5,
542758,ICIPRI,DR,ICICI PRU NIFTY PVT BANK ETF,30.55,1,542758,PVTBANIETF,ICICI PRU NIFTY PVT BANK ETF,20.36,10,INF109KC18U7,27.42,21.83,270,22.88,PVTBANIETF
540133,ICIPRU,DR,ICICI PRUDENTIAL LIFE INS CO,844.9,1,540133,ICICIPRULI,ICICI PRUDENTIAL LIFE INS CO,691.3,10,INE726G01019,795,463.5,795,221.95,ICICIPRULI
543452,ICIPSE,DR,ICICI PRUDENTIAL SILVER ETF,119.76,1,543452,SILVERIETF,ICICI PRUDENTIAL SILVER ETF,79.84,10,INF109KC1Y56,100.2,69.96,100.2,54,SILVERIETF
543819,ICIPSU,DR,ICICI PRUDEN NIF PSU BANK ETF,76.93,1,543819,PSUBNKIETF,ICICI PRUDEN NIF PSU BANK ETF,51.28,10,INF109KC10S8,84.43,46.69,84.43,35.03,PSUBNKIETF
541179,ICISEC,DR,ICICI SECURITIES LTD ISEC,1002.05,1,541179,ISEC,ICICI SECURITIES LTD ISEC,668.05,5,INE763G01038,921.45,622.15,921.45,188,ISEC
555555,ICISEN,DR,ICICI Prud BSE Sensex ETF,1082.41,1,555555,SENSEXIETF,ICICI Prud BSE Sensex ETF,721.6,10,INF346A01034,973.91,702.1,973.91,29.3,SENSEXIETF
544275,ICIV30,DR,ICICI PRU NIF200 VAL 30 ETF,15.75,1,544275,VAL30IETF,ICICI PRU NIF200 VAL 30 ETF,10.5,10,INF109KC16X5,13.88,12.9,13.88,12.9,VAL30IETF
939026,ICLF01,DR,ICL FINCORP 11.00 14JAN25,1188,1,939026,11ICLFL25,ICL FINCORP 11.00 14JAN25,792,1000,INE01CY077D3,0,0,0,0,11ICLFL25
939028,ICLF02,DR,ICL FINCORP 11.50 12DEC25,1200,1,939028,115ICLFL25,ICL FINCORP 11.50 12DEC25,800,1000,INE01CY077G6,0,0,0,0,115ICLFL25
939030,ICLF03,DR,ICL FINCORP 12.00 14DEC26,1175.91,1,939030,12ICLFL26,ICL FINCORP 12.00 14DEC26,783.95,1000,INE01CY077B7,0,0,0,0,12ICLFL26
939032,ICLF04,DR,ICL FINCORP 12.50 14DEC28,1258.8,1,939032,125ICLFL28,ICL FINCORP 12.50 14DEC28,839.2,1000,INE01CY077E1,0,0,0,0,125ICLFL28
939034,ICLF05,DR,ICL FINCORP 11.50 14JAN25,1263.04,1,939034,115ICFL25,ICL FINCORP 11.50 14JAN25,842.04,1000,INE01CY077H4,0,0,0,0,115ICFL25
