Token,Short Name,Series,Company Name,Tick Size,Lot Size,Scrip Code,Scrip ID,Scrip Name,Issue Price,Face Value,ISIN,52 Weeks High,52 Weeks Low,Life Time High,Life Time Low,Exchange Code
800078,03D001,DR,11.10% GOI LOAN 07/04/2003,115.1,1,800078,CG1110S9803,11.10% GOI LOAN 07/04/2003,94.2,100,INY019980013,104.65,104.3,104.65,104.3,CG1110S9803
800004,3.00E+01,DR,GOI LOAN 5.75% 2003,110.2,1,800004,CG0575S7303,GOI LOAN 5.75% 2003,90.2,100,IN0019730012,0,0,0,0,CG0575S7303
800032,3.00E+02,DR,GOI LOAN 11% 2003,112.25,1,800032,CG1100S8803,GOI LOAN 11% 2003,91.85,100,IN0019880023,0,0,0,0,CG1100S8803
800049,04C001,DR,12.50% GOI LOAN 23/03/2004,114.4,1,800049,CG1250S9404,12.50% GOI LOAN 23/03/2004,93.6,100,INY019930083,104,103.5,104,103.5,CG1250S9404
800081,4.00E+01,DR,11.50% GOI LOAN 09/05/2004,118.6,1,800081,CG1150S9804,11.50% GOI LOAN 09/05/2004,97.1,100,INY019980054,0,0,0,0,CG1150S9804
800051,4.00E+02,DR,GOI LOAN 12.35% 2004,110,1,800051,CG1235S9404,GOI LOAN 12.35% 2004,90,100,INY019940025,0,0,0,0,CG1235S9404
800007,04F001,DR,GOI LOAN 6.50% 2004,113.65,1,800007,CG0650S7704,GOI LOAN 6.50% 2004,93.05,100,IN0019770026,0,0,0,0,CG0650S7704
800070,04F002,DR,GOI LOAN 12.59% 2004,0.02,1,800070,CG1259S9704,GOI LOAN 12.59% 2004,0.01,100,INY019970063,0,0,0,0,CG1259S9704
800093,04I001,DR,11.98% GOI LOAN 08/09/2004,141.9,1,800093,CG1198S9804,11.98% GOI LOAN 08/09/2004,116.1,100,INY019980211,0,0,0,0,CG1198S9804
800029,04J001,DR,GOI LOAN 11.30% 2004,121.05,1,800029,CG1130S8604,GOI LOAN 11.30% 2004,99.05,100,IN0019860090,0,0,0,0,CG1130S8604
800103,05D001,DR,9.90% GOI LOAN 22/04/2005,120.55,1,800103,CG0990S0005,9.90% GOI LOAN 22/04/2005,98.65,100,INY020000017,0,0,0,0,CG0990S0005
800055,5.00E+01,DR,GOI LOAN 13.75% 2005,0.02,1,800055,CG1375S9505,GOI LOAN 13.75% 2005,0.01,100,INY019950024,0,0,0,0,CG1375S9505
800057,05F001,DR,14.00% GOI LOAN 08/06/2005,134.2,1,800057,CG1400S9505,14.00% GOI LOAN 08/06/2005,109.8,100,INY019950040,122,122,122,122,CG1400S9505
800036,05F002,DR,GOI LOAN 11.25% 2005,124.45,1,800036,CG1125S9005,GOI LOAN 11.25% 2005,101.85,100,IN0019900037,0,0,0,0,CG1125S9005
800073,05H001,DR,11.19% GOI LOAN 12/08/2005,125.4,1,800073,CG1119S9705,11.19% GOI LOAN 12/08/2005,102.6,100,INY019970097,118.75,114,118.75,114,CG1119S9705
800058,05I001,DR,GOI LOAN 14% 2005,110,1,800058,CG1400A9505,GOI LOAN 14% 2005,90,100,INY019954018,0,0,0,0,CG1400A9505
800008,05J001,DR,GOI LOAN 6.50% 2005,111.9,1,800008,CG0650S7705,GOI LOAN 6.50% 2005,91.6,100,IN0019770059,101.75,101.75,101.75,101.75,CG0650S7705
800018,05J002,DR,GOI LOAN 8.25% 2005,117.9,1,800018,CG0825S8205,GOI LOAN 8.25% 2005,96.5,100,IN0019820086,0,0,0,0,CG0825S8205
800060,06C001,DR,GOI LOAN 14% 2006,110,1,800060,CG1400S9606,GOI LOAN 14% 2006,90,100,INY019950164,0,0,0,0,CG1400S9606
800100,06D001,DR,GOI LOAN 11.68% 2006,110,1,800100,CG1168S9906,GOI LOAN 11.68% 2006,90,100,INY019990038,0,0,0,0,CG1168S9906
800009,6.00E+01,DR,GOI LOAN 6.75% 2006,112.6,1,800009,CG0675S7806,GOI LOAN 6.75% 2006,92.2,100,IN0019780025,102.4,102.4,102.4,102.4,CG0675S7806
800028,6.00E+02,DR,GOI LOAN 11.50% 2006,132.3,1,800028,CG1150S8606,GOI LOAN 11.50% 2006,108.3,100,IN0019860033,0,0,0,0,CG1150S8606
800063,06F001,DR,13.85% GOI LOAN 24/06/2006,138.7,1,800063,CG1385S9606,13.85% GOI LOAN 24/06/2006,113.5,100,INY019964017,0,0,0,0,CG1385S9606
800109,06G001,DR,11.00% GOI LOAN 28/07/2006,129.4,1,800109,CG1100S0006,11.00% GOI LOAN 28/07/2006,105.9,100,INY020000074,0,0,0,0,CG1100S0006
800064,06H001,DR,13.85% GOI LOAN 26/08/2006,138.9,1,800064,CG1385A9606,13.85% GOI LOAN 26/08/2006,113.7,100,INY019960056,126.31,126.31,126.31,126.31,CG1385A9606
800067,07B001,DR,13.65% GOI LOAN 21/02/2007,141.35,1,800067,CG1365S9707,13.65% GOI LOAN 21/02/2007,115.65,100,INY019960098,133.31,127.13,133.31,127.13,CG1365S9707
800044,07C001,DR,12.50% GOI LOAN 25/03/2007,138.45,1,800044,CG1250S9207,12.50% GOI LOAN 25/03/2007,113.35,100,INY019910192,0,0,0,0,CG1250S9207
800068,07D001,DR,GOI LOAN 13.05% 2007,110,1,800068,CG1305S9707,GOI LOAN 13.05% 2007,90,100,INY019970014,0,0,0,0,CG1305S9707
800082,7.00E+01,DR,11.90% GOI LOAN 28/05/2007,135.75,1,800082,CG1190S9807,11.90% GOI LOAN 28/05/2007,111.15,100,INY019980062,123.85,123.45,123.85,123.45,CG1190S9807
800031,07J001,DR,GOI LOAN 11.50% 2007,136.85,1,800031,CG1150S8707,GOI LOAN 11.50% 2007,112.05,100,IN0019870073,0,0,0,0,CG1150S8707
800011,07K001,DR,GOI LOAN 6.75% 2007,113.3,1,800011,CG0675S7807,GOI LOAN 6.75% 2007,92.7,100,IN0019780074,103,102.6,103,102.6,CG0675S7807
800021,08B001,DR,GOI LOAN 9.50% 2008,128.95,1,800021,CG0950S8408,GOI LOAN 9.50% 2008,105.55,100,IN0019830143,0,0,0,0,CG0950S8408
800080,8.00E+01,DR,12.00% GOI LOAN 02/05/2008,142,1,800080,CG1200S9808,12.00% GOI LOAN 02/05/2008,116.2,100,INY019980047,0,0,0,0,CG1200S9808
800084,08F001,DR,12.10% GOI LOAN 19/06/2008,144.2,1,800084,CG1210S9808,12.10% GOI LOAN 19/06/2008,118,100,INY019980096,131.08,131.08,131.08,131.08,CG1210S9808
800089,08G001,DR,12.22% GOI LOAN 24/07/2008,144.25,1,800089,CG1222S9808,12.22% GOI LOAN 24/07/2008,118.05,100,INY019980153,0,0,0,0,CG1222S9808
800112,08H001,DR,11.40% GOI LOAN 31/08/2008,140.4,1,800112,CG1140S0008,11.40% GOI LOAN 31/08/2008,114.9,100,INY020000108,0,0,0,0,CG1140S0008
800094,08I001,DR,12.25% GOI LOAN 08/09/2008,144.3,1,800094,CG1225S9808,12.25% GOI LOAN 08/09/2008,118.1,100,INY019980229,131.2,130.45,131.2,130.45,CG1225S9808
800099,09D001,DR,11.99% GOI LOAN 07/04/2009,146.2,1,800099,CG1199S9909,11.99% GOI LOAN 07/04/2009,119.7,100,INY019990012,0,0,0,0,CG1199S9909
800130,09D002,DR,6.65% GOI LOAN 05/04/2009,117.7,1,800130,CG0665S0209,6.65% GOI LOAN 05/04/2009,96.3,100,INY020020015,107,107,107,107,CG0665S0209
800012,9.00E+01,DR,GOI LOAN 7% 2009,118.85,1,800012,CG0700S7909,GOI LOAN 7% 2009,97.25,100,IN0019790024,108.05,107.4,108.05,107.4,CG0700S7909
800035,9.00E+02,DR,GOI LOAN 11.50% 2009,143.85,1,800035,CG1150S8909,GOI LOAN 11.50% 2009,117.75,100,IN0019890030,0,0,0,0,CG1150S8909
800499,0GSC28,DR,GSEC STRIP 19MR28,86.86,1,800499,GS19MAR2028,GSEC STRIP 19MR28,71.08,100,IN000328C046,0,0,0,0,GS19MAR2028
800505,0GSC31,DR,GSEC STRIP 19MR31,65.86,1,800505,GS19MAR2031,GSEC STRIP 19MR31,53.9,100,IN000331C040,0,0,0,0,GS19MAR2031
800509,0GSC32,DR,GSEC STRIP 19MR32,55.66,1,800509,GS19MAR2032,GSEC STRIP 19MR32,45.54,100,IN000332C048,0,0,0,0,GS19MAR2032
800416,0GSF28,DR,GSEC STRIP 17JU28,85.42,1,800416,GS17JUN28C,GSEC STRIP 17JU28,69.9,100,IN000628C031,0,0,0,0,GS17JUN28C
800496,0GSI26,DR,GSEC STRIP 19SP26,93.25,1,800496,GS19SEP2026,GSEC STRIP 19SP26,76.31,100,IN000926C047,0,0,0,0,GS19SEP2026
800706,0GSI27,DR,GSEC STRIP 12SP27,90.29,1,800706,GS12SEP27,GSEC STRIP 12SP27,73.89,100,IN000927C052,0,0,0,0,GS12SEP27
800500,0GSI28,DR,GSEC STRIP 19SP28,82.03,1,800500,GS19SEP2028,GSEC STRIP 19SP28,67.13,100,IN000928C043,0,0,0,0,GS19SEP2028
800600,0GSI41,DR,GSEC STRIP 12SP41,31.55,1,800600,GS12SEP2041,GSEC STRIP 12SP41,25.83,100,IN000941C046,0,0,0,0,GS12SEP2041
800097,10A001,DR,12.29% GOI LOAN 29/01/2010,151.6,1,800097,CG1229S9910,12.29% GOI LOAN 29/01/2010,124.1,100,INY019980336,0,0,0,0,CG1229S9910
800133,1.00E+02,DR,7.55% GOI LOAN 14/05/2010,124.05,1,800133,CG0755S0210,7.55% GOI LOAN 14/05/2010,101.55,100,INY020020064,112.8,112.8,112.8,111.7,CG0755S0210
800013,1.00E+03,DR,GOI LOAN 7.50% 2010,119.7,1,800013,CG0750S8010,GOI LOAN 7.50% 2010,98,100,IN0019800021,108.85,108.85,108.85,108.85,CG0750S8010
800037,10F001,DR,GOI LOAN 11.50% 2010,144.1,1,800037,CG1150S9010,GOI LOAN 11.50% 2010,117.9,100,IN0019900045,131,131,131,131,CG1150S9010
800087,10G001,DR,12.25% GOI LOAN 02/07/2010,153.15,1,800087,CG1225S9810,12.25% GOI LOAN 02/07/2010,125.35,100,INY019980120,0,0,0,0,CG1225S9810
800110,10G002,DR,11.30% GOI LOAN 28/07/2010,147.1,1,800110,CG1130S0010,11.30% GOI LOAN 28/07/2010,120.4,100,INY020000082,0,0,0,0,CG1130S0010
800098,11A001,DR,12.32% GOI LOAN 29/01/2011,156,1,800098,CG1232S9911,12.32% GOI LOAN 29/01/2011,127.7,100,INY019980344,0,0,0,0,CG1232S9911
800014,11D001,DR,GOI LOAN 8% 2011,126.4,1,800014,CG0800S8111,GOI LOAN 8% 2011,103.5,100,IN0019810020,114.95,113.65,114.95,113.65,CG0800S8111
800120,11G001,DR,9.39% GOI LOAN 02/07/2011,142.65,1,800120,CG0939S0111,9.39% GOI LOAN 02/07/2011,116.75,100,INY020010057,129.7,126,129.7,119.15,CG0939S0111
800040,11H001,DR,11.50% GOI LOAN 05/08/2011,152,1,800040,CG1150S9111,11.50% GOI LOAN 05/08/2011,124.4,100,INY019910044,0,0,0,0,CG1150S9111
800043,11J001,DR,12.00% GOI LOAN 21/10/2011,156.45,1,800043,CG1200S9111,12.00% GOI LOAN 21/10/2011,128.05,100,INY019910127,0,0,0,0,CG1200S9111
800113,11K001,DR,11.50% GOI LOAN 24/11/2011,152,1,800113,CG1150S0011,11.50% GOI LOAN 24/11/2011,124.4,100,INY020000116,0,0,0,0,CG1150S0011
800131,12D001,DR,6.85% GOI LOAN 05/04/2012,117.8,1,800131,CG0685S0212,6.85% GOI LOAN 05/04/2012,96.4,100,INY020020023,0,0,0,0,CG0685S0212
800132,1.20E+02,DR,7.40% GOI LOAN 03/05/2012,118.3,1,800132,CG0740S0212,7.40% GOI LOAN 03/05/2012,96.8,100,INY020020056,115.65,107.55,115.65,107.55,CG0740S0212
800023,12F001,DR,GOI LOAN 10.25% 2012,144.75,1,800023,CG1025S8412,GOI LOAN 10.25% 2012,118.45,100,IN0019840035,0,0,0,0,CG1025S8412
800140,12I001,DR,9.40% GOI LOAN 11/09/2012,138.45,1,800140,CG0940S0112,9.40% GOI LOAN 11/09/2012,113.35,100,INY020010073,0,0,0,0,CG0940S0112
800118,1.30E+02,DR,9.81% GOI LOAN 30/05/2013,137.9,1,800118,CG0981S0113,9.81% GOI LOAN 30/05/2013,112.9,100,INY020010032,137.4,125.4,137.4,125.4,CG0981S0113
800017,1.30E+03,DR,GOI LOAN 9% 2013,136.1,1,800017,CG0900S8213,GOI LOAN 9% 2013,111.4,100,IN0019820037,123.75,122.1,123.75,122.1,CG0900S8213
800092,13H001,DR,12.40% GOI LOAN 20/08/2013,165.95,1,800092,CG1240S9813,12.40% GOI LOAN 20/08/2013,135.85,100,INY019980187,0,0,0,0,CG1240S9813
800146,13I001,DR,GOI LOAN 7.27% 2013,110,1,800146,CG0727S0213,GOI LOAN 7.27% 2013,90,100,INY020020122,0,0,0,0,CG0727S0213
800020,1.40E+02,DR,GOI LOAN 10% 2014,146.65,1,800020,CG1000S8314,GOI LOAN 10% 2014,120.05,100,IN0019830010,0,0,0,0,CG1000S8314
800024,14J001,DR,GOI LOAN 10.50% 2014,148.65,1,800024,CG1050S8414,GOI LOAN 10.50% 2014,121.65,100,IN0019840084,135.16,135.04,135.16,135.04,CG1050S8414
800102,14K001,DR,11.83% GOI LOAN 12/11/2014,164.55,1,800102,CG1183S9914,11.83% GOI LOAN 12/11/2014,134.65,100,INY019990137,0,0,0,0,CG1183S9914
800115,15B001,DR,10.47% GOI LOAN 12/02/2015,152.35,1,800115,CG1047S0115,10.47% GOI LOAN 12/02/2015,124.65,100,INY020000132,0,0,0,0,CG1047S0115
800105,1.50E+02,DR,10.79% GOI LOAN 19/05/2015,155.9,1,800105,CG1079S0015,10.79% GOI LOAN 19/05/2015,127.6,100,INY020000033,0,0,0,0,CG1079S0015
800026,1.50E+03,DR,GOI LOAN 11.50% 2015,162.7,1,800026,CG1150S8515,GOI LOAN 11.50% 2015,133.2,100,IN0019850034,0,0,0,0,CG1150S8515
800111,15H001,DR,11.43% GOI LOAN 07/08/2015,162.55,1,800111,CG1143S0015,11.43% GOI LOAN 07/08/2015,133.05,100,INY020000090,0,0,0,0,CG1143S0015
800124,15J001,DR,9.85% GOI LOAN 16/10/2015,156.3,1,800124,CG0985S0115,9.85% GOI LOAN 16/10/2015,127.9,100,INY020010099,142.85,125.95,142.85,125.95,CG0985S0115
800116,16D001,DR,GOI LOAN 10.71% 2016,156.9,1,800116,CG1071S0116,GOI LOAN 10.71% 2016,128.4,100,INY020010016,0,0,0,0,CG1071S0116
800101,16G001,DR,12.30% GOI LOAN 02/07/2016,173.45,1,800101,CG1230S9916,12.30% GOI LOAN 02/07/2016,141.95,100,INY019990129,0,0,0,0,CG1230S9916
800127,17A001,DR,8.07% GOI LOAN 15/01/2017,135.7,1,800127,CG0807S0217,8.07% GOI LOAN 15/01/2017,111.1,100,INY020010107,123.8,121,123.8,108.1,CG0807S0217
800141,17D001,DR,7.49% GOI LOAN 16/04/2017,124.75,1,800141,CG0749S0217,7.49% GOI LOAN 16/04/2017,102.15,100,INY020020031,0,0,0,0,CG0749S0217
800144,17H001,DR,GOI LOAN 7.46% 2017,110,1,800144,CG0746S0217,GOI LOAN 7.46% 2017,90,100,INY020020098,0,0,0,0,CG0746S0217
800117,18D001,DR,10.45% GOI LOAN 30/04/2018,158.5,1,800117,CG1045S0118,10.45% GOI LOAN 30/04/2018,129.7,100,INY020010024,144.1,144.1,144.1,144.1,CG1045S0118
800095,18K001,DR,12.60% GOI LOAN 23/11/2018,182.35,1,800095,CG1260S9818,12.60% GOI LOAN 23/11/2018,149.25,100,INY019980286,0,0,0,0,CG1260S9818
800121,19H001,DR,10.03% GOI LOAN 09/08/2019,154.4,1,800121,CG1003S0119,10.03% GOI LOAN 09/08/2019,126.4,100,INY020010065,0,0,0,0,CG1003S0119
800104,20D001,DR,10.70% GOI LOAN 22/04/2020,163.05,1,800104,CG1070S0020,10.70% GOI LOAN 22/04/2020,133.45,100,INY020000025,0,0,0,0,CG1070S0020
800114,20L001,DR,11.60% GOI LOAN 27/12/2020,174.7,1,800114,CG1160S0020,11.60% GOI LOAN 27/12/2020,143,100,INY020000124,0,0,0,0,CG1160S0020
533022,20MICR,C,20 MICRONS LIMITED,302.65,1,533022,20MICRONS,20 MICRONS LIMITED,290.85,5,INE144J01027,346.7,130.5,346.7,6.63,20MICRONS
800119,2.10E+02,DR,10.25% GOI LOAN 30/05/2021,146.05,1,800119,CG1025S0121,10.25% GOI LOAN 30/05/2021,119.55,100,INY020010040,132.8,132.8,148.75,132.8,CG1025S0121
800134,2.20E+02,DR,8.35% GOI LOAN 14/05/2022,140.8,1,800134,CG0835S0222,8.35% GOI LOAN 14/05/2022,115.2,100,INY020020072,129.6,117,129.6,117,CG0835S0222
800123,26I001,DR,10.18% GOI LOAN 11/09/2026,164.05,1,800123,CG1018S0126,10.18% GOI LOAN 11/09/2026,134.25,100,INY020010081,150,134.8,150,134.8,CG1018S0126
800145,32H001,DR,7.95% GOI LOAN 28/08/2032,133.2,1,800145,CG0795S0232,7.95% GOI LOAN 28/08/2032,109,100,INY020020106,121.1,121.1,127.4,121.1,CG0795S0232
544190,3CITSO,DR,3C IT SOLUTI AND TELE IND LTD,38.64,1,544190,3CIT,3C IT SOLUTI AND TELE IND LTD,25.76,5,INE0R7D01018,52.26,31.5,52.26,31.5,3CIT
700133,3DPPRF,DR,3D PLM SOFTWARE SOLUTIONS LTD,80.78,1,700133,3DPLM,3D PLM SOFTWARE SOLUTIONS LTD,53.86,68,INE657W04017,80.65,65,80.65,65,3DPLM
532628,3IINFO,DR,3I INFOTECH LIMITED,32.24,1,532628,3IINFOLTD,3I INFOTECH LIMITED,21.5,10,INE748C01038,63.9,26.76,164.5,1.15,3IINFOLTD
523395,3MIND,DR,3M INDIA LIMITED,40782,1,523395,3MINDIA,3M INDIA LIMITED,27188,10,INE470A01017,41000,28424,41000,97.5,3MINDIA
540776,5PACAP,DR,FIVE PAISA CAPITAL LIMITED,597.8,1,540776,5PAISA,FIVE PAISA CAPITAL LIMITED,398.6,10,INE618L01018,759.1,405,759.1,93.05,5PAISA
800597,611G73,DR,GSEC 2073 7.46 % 6th Nov 2073,119.9,1,800597,746GS2073,GSEC 2073 7.46 % 6th Nov 2073,98.1,100,IN0020230127,0,0,0,0,746GS2073
800440,654A32,DR,6.54% G-SEC. 17 JAN 32,109.78,1,800440,654GS2032,6.54% G-SEC. 17 JAN 32,89.82,100,IN0020210244,0,0,0,0,654GS2032
800581,706D28,DR,GSEC 7.06 10AP28,110.95,1,800581,706GS2028,GSEC 7.06 10AP28,90.85,100,IN0020230010,0,0,0,0,706GS2028
800599,718H33,DR,GSEC 7.18 14AG33,113.5,1,800599,718GS2033,GSEC 7.18 14AG33,92.9,100,IN0020230085,0,0,0,0,718GS2033
800576,726B33,DR,GSEC 7.26 06FB33,113.55,1,800576,726GS2033,GSEC 7.26 06FB33,92.95,100,IN0020220151,0,0,0,0,726GS2033
800604,733J26,DR,7.33% G-Sec. 30 Oct 26,114.4,1,800604,733GS2026,7.33% G-Sec. 30 Oct 26,93.6,100,IN0020230119,0,0,0,0,733GS2026
800607,734D64,DR,7.34% G-sec. 22 Apr 64,115.7,1,800607,734GS2064,7.34% G-sec. 22 Apr 64,94.7,100,IN0020240035,0,0,0,0,734GS2064
750729,7NRRE1,C,7NR RETAIL LTD RIGHTS ENT,0.15,1,750729,7NR-RE,7NR RETAIL LTD RIGHTS ENT,0.11,10,INE413X20019,0.18,0.07,0.18,0.07,7NR-RE
540615,7NRRET,DR,7NR RETAIL LIMITED,5.38,1,540615,7NR,7NR RETAIL LIMITED,4.88,10,INE413X01035,10.17,0.44,177.84,3.27,7NR
540874,7SETEC,DR,7SEAS ENTERTAINMENT LIMITED,65.47,1,540874,7SEASL,7SEAS ENTERTAINMENT LIMITED,59.25,10,INE454F01010,93.49,27.05,148.1,4.43,7SEASL
512161,8KMILE,DR,SECUREKLOUD TECHNOLOGIES LTD,36.17,1,512161,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LTD,29.61,5,INE650K01021,72.95,29.27,1024,5.64,SECURKLOUD
542012,A1ACID,DR,A-1 LIMITED,384.15,1,542012,A1L,A-1 LIMITED,256.15,10,INE911Z01017,439.95,290.35,439.95,41.74,A1L
532806,A1CHAM,DR,AI CHAMPDANY INDUSTRIES LIMITE,52.26,1,532806,AICHAMP,AI CHAMPDANY INDUSTRIES LIMITE,34.84,5,INE768E01024,70.5,36.77,228.5,6.24,AICHAMP
533292,A2ZMAI,DR,A2Z INFRA ENGINEERING LIMITED,18.19,1,533292,A2ZINFRA,A2Z INFRA ENGINEERING LIMITED,16.47,10,INE619I01012,24.62,8.27,398.9,2.82,A2ZINFRA
543671,AAATEC,DR,AAA TECHNOLOGIES LIMITED,126.3,1,543671,AAATECH,AAA TECHNOLOGIES LIMITED,103.4,10,INE0D0U01013,160.85,57.8,160.85,42.05,AAATECH
544176,AADHOS,DR,AADHAR HOUSING FINANCE LIMITED,456.4,1,544176,AADHARHFC,AADHAR HOUSING FINANCE LIMITED,373.5,10,INE883F01010,516.65,293.35,516.65,293.35,AADHARHFC
530027,AADIND,DR,AADI INDUSTRIES LTD,5.61,1,530027,AADIIND,AADI INDUSTRIES LTD,4.59,10,INE563D01013,8.9,3.02,75.8,0.99,AADIIND
531611,AADVEN,C,AADHAAR VENTURES INDIA LIMITED,0.5,1,531611,AADHAARVEN,AADHAAR VENTURES INDIA LIMITED,0.49,10,INE063D01030,0.58,0.49,871,0.49,AADHAARVEN
531866,AAGCAP,DR,AAGAM CAPITAL LIMITED,48.82,1,531866,AAGAMCAP,AAGAM CAPITAL LIMITED,44.18,10,INE817D01013,192,30.45,1325,1.5,AAGAMCAP
522201,AAKENG,DR,AAKAR ENGINEERING &,1.08,1,522201,AAKARENG,AAKAR ENGINEERING &,0.72,10,INE814B01014,0,0,37.5,0.75,AAKARENG
505212,AAMTOO,DR,JAINEX AAMCOL LTD,206.55,1,505212,JAINEX,JAINEX AAMCOL LTD,186.95,10,INE280F01019,270,130.4,270,6.05,JAINEX
523511,AANGRA,DR,AANKIT GRANITES,7.35,1,523511,,AANKIT GRANITES,6.65,10,,9.95,1.75,30,1.75,
538812,AANISP,C,AANCHAL ISPAT LIMITED,5.7,1,538812,AANCHALISP,AANCHAL ISPAT LIMITED,5.16,10,INE322R01014,9.88,4.81,28.55,3.55,AANCHALISP
539096,AANLAK,C,AANANDA LAKSHMI SPINNING MILLS,17.34,1,539096,AANANDALAK,AANANDA LAKSHMI SPINNING MILLS,16.66,10,INE197R01010,32.46,9.28,32.46,1.91,AANANDALAK
543319,AAPLUS,DR,AA PLUS TRADELINK LTD,17.01,1,543319,AAPLUSTRAD,AA PLUS TRADELINK LTD,15.39,10,INE0C5901014,26.88,10.9,26.88,5.33,AAPLUSTRAD
750848,AAPRE1,C,AA PLUS TRADELINK LTD RE,0.14,1,750848,ATRADE-RE,AA PLUS TRADELINK LTD RE,0.06,10,INE0C5920014,0.6,0.09,0.6,0.09,ATRADE-RE
539632,AARCOM,C,AAR COMMERCIAL COMPANY LTD,6.32,1,539632,AARCOM,AAR COMMERCIAL COMPANY LTD,5.72,10,INE184K01013,6.03,5.47,6.03,5,AARCOM
514274,AARDEN,C,AARVEE DENIMS AND EXPORTS LTD,46.42,1,514274,AARVEEDEN,AARVEE DENIMS AND EXPORTS LTD,42,10,INE273D01019,51.44,22.13,166,0.25,AARVEEDEN
524412,AARDR,C,AAREY DRUGS & PHARMACEUTICALS,62.56,1,524412,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS,56.62,10,INE198H01019,75.75,37,143.95,8.5,AAREYDRUGS
524348,AARDRU,DR,AARTI DRUGS LIMITED,581.75,1,524348,AARTIDRUGS,AARTI DRUGS LIMITED,387.85,10,INE767A01016,634.9,430,1025,0.58,AARTIDRUGS
531731,AARGLO,C,AARYA GLOB. SHARES & SECU. LTD,0.48,1,531731,AARYAGLOBL,AARYA GLOB. SHARES & SECU. LTD,0.44,10,INE233H01030,1.6,0.44,171.71,0.44,AARYAGLOBL
524208,AARIND,DR,AARTI INDUSTRIES LTD,555.15,1,524208,AARTIIND,AARTI INDUSTRIES LTD,454.25,5,INE769A01020,769.5,438.05,1168.4,0.64,AARTIIND
700135,AARND1,DR,AARTI SURFACTANTS 4PREF 19AG26,178.8,1,700135,AARTISURFP,AARTI SURFACTANTS 4PREF 19AG26,119.2,10,INE09EO04017,149,106.52,227.99,101.01,AARTISURFP
543748,AARPHA,DR,AARTI PHARMALABS LIMITED,744.1,1,543748,AARTIPHARM,AARTI PHARMALABS LIMITED,496.1,5,INE0LRU01027,721,371,721,269,AARTIPHARM
890180,AARPP1,DR,AARTI SURFACTANTS LTD PP,455.9,1,890180,AARTIPP,AARTI SURFACTANTS LTD PP,304,1,IN909EO01012,478.8,172.05,478.8,172.05,AARTIPP
750757,AARRE1,C,AARTI SURFACTANTS LIMITED RE,49.21,1,750757,AARTI-RE,AARTI SURFACTANTS LIMITED RE,21.09,10,INE09EO20013,37.8,16,37.8,16,AARTI-RE
542377,AARSHY,C,AAR SHYAM INDIA INVESTMENT LTD,9.88,1,542377,AARSHYAM,AAR SHYAM INDIA INVESTMENT LTD,8.94,10,INE512R01010,0,0,13.8,3.2,AARSHYAM
542580,AARSOL,DR,AARTECH SOLONICS LTD,68.91,1,542580,AARTECH,AARTECH SOLONICS LTD,56.39,5,INE01C001026,88.18,42,226.1,18.1,AARTECH
543210,AARSUR,C,AARTI SURFACTANTS LIMITED,756,1,543210,AARTISURF,AARTI SURFACTANTS LIMITED,684,10,INE09EO01013,918.7,542.65,1745,257.5,AARTISURF
543346,AASHOS,DR,AASHKA HOSPITALS LIMITED,130.8,1,543346,AASHKA,AASHKA HOSPITALS LIMITED,87.2,10,INE0EAX01014,126.55,45.91,126.55,36.3,AASHKA
531514,AASSEC,DR,AASHEESH SECURITIES,0.76,1,531514,AASHEESH,AASHEESH SECURITIES,0.7,10,INE174C01011,4.35,0.63,15.75,0.1,AASHEESH
512038,AASTRA,C,TCC CONCEPT LIMITED,549.35,1,512038,TCC,TCC CONCEPT LIMITED,497.05,10,INE887D01016,798,97.38,798,4.25,TCC
541988,AAVFIN,DR,AAVAS FINANCIERS LIMITED,2001.9,1,541988,AAVAS,AAVAS FINANCIERS LIMITED,1334.6,10,INE216P01012,1978.25,1307.1,3336.95,611.5,AAVAS
539528,AAYFOO,C,AAYUSH WELLNESS LIMITED,98.28,1,539528,AAYUSH,AAYUSH WELLNESS LIMITED,94.44,1,INE430R01023,94.48,2.98,94.48,1.25,AAYUSH
508987,ABACOM,C,ABACUS COMPUTERS,4.62,1,508987,ABACUS,ABACUS COMPUTERS,4.18,10,INE192D01011,12,2.87,203,1.25,ABACUS
543712,ABAHOL,DR,ABANS HOLDINGS LIMITED,472.1,1,543712,AHL,ABANS HOLDINGS LIMITED,314.8,2,INE00ZE01026,625,265,625,180.05,AHL
973252,ABAND2,DR,ABANS FINANCE PVT LTD SR 18,1399287.6,1,973252,AFPL17JUN21,ABANS FINANCE PVT LTD SR 18,932858.4,1000000,INE00ZD07488,0,0,0,0,AFPL17JUN21
523204,ABAOFF,DR,ABAN OFFSHORE LTD,69.64,1,523204,ABAN,ABAN OFFSHORE LTD,63.02,2,INE421A01028,93.5,48.51,5555,3.18,ABAN
500002,ABB,DR,ABB INDIA LIMITED,8409.2,1,500002,ABB,ABB INDIA LIMITED,6880.3,2,INE117A01022,9200,3847.5,9200,20.25,ABB
500488,ABBIND,DR,ABBOTT INDIA LIMITED,31480.65,1,500488,ABBOTINDIA,ABBOTT INDIA LIMITED,25756.95,10,INE358A01014,30499.9,21907.45,30499.9,200,ABBOTINDIA
